no;choice;college;hsg2;coml5;type1;type2;type3;type4;type5;type6;fuel1;fuel2;fuel3;fuel4;fuel5;fuel6;price1;price2;price3;price4;price5;price6;range1;range2;range3;range4;range5;range6;acc1;acc2;acc3;acc4;acc5;acc6;speed1;speed2;speed3;speed4;speed5;speed6;pollution1;pollution2;pollution3;pollution4;pollution5;pollution6;size1;size2;size3;size4;size5;size6;space1;space2;space3;space4;space5;space6;cost1;cost2;cost3;cost4;cost5;cost6;station1;station2;station3;station4;station5;station6
260;choice2;1;0;0;sportcar;regcar;sportcar;truck;sportcar;sportuv;methanol;methanol;cng;cng;electric;electric;2.5247341;2.5247341;2.5247341;2.5247341;1.5148404;1.5148404;200;200;75;75;300;300;4;4;6;6;2.5;2.5;100;100;85;85;95;95;0;0;0.25;0.25;0.6;0.6;0;0;1;1;2;2;1;1;0.7;0.7;1;1;8;8;2;2;4;4;0;0;0.7;0.7;0.1;0.1
261;choice1;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.5329841;3.5329841;4.1753448;4.1753448;4.8177056;4.8177056;300;300;250;250;300;300;2.5;2.5;4;4;6;6;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.7;0.7;0.1;0.1;1;1
262;choice3;1;1;0;truck;stwagon;truck;regcar;truck;van;methanol;methanol;electric;electric;gasoline;gasoline;1.5337333;1.5337333;0.89467777;0.89467777;1.1503;1.1503;125;125;250;250;300;300;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;8;8;4;4;6;6;0;0;0.3;0.3;1;1
263;choice1;0;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.7969948;4.7969948;5.3019416;5.3019416;5.8068884;5.8068884;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
264;choice1;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.690508;4.690508;5.2423324;5.2423324;5.7941569;5.7941569;75;75;300;300;350;350;2.5;2.5;4;4;6;6;85;85;95;95;110;110;0.1;0.1;0.4;0.4;0.75;0.75;1;1;2;2;3;3;1;1;1;1;1;1;2;2;4;4;6;6;0.1;0.1;0.3;0.3;1;1
265;choice1;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;200;200;75;75;300;300;6;6;2.5;2.5;4;4;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;1;1;8;8;2;2;0;0;0.3;0.3;0.7;0.7
266;choice5;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;5.9556216;5.9556216;6.4519234;6.4519234;7.9408288;7.9408288;200;200;75;75;350;350;4;4;6;6;2.5;2.5;85;85;140;140;95;95;0;0;0.25;0.25;1;1;2;2;3;3;3;3;1;1;1;1;1;1;8;8;4;4;8;8;0;0;0.1;0.1;1;1
267;choice4;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;8.0295093;8.0295093;10.277772;10.277772;11.241313;11.241313;75;75;400;400;250;250;6;6;2.5;2.5;4;4;100;100;95;95;110;110;0;0;0.6;0.6;1;1;1;1;2;2;3;3;0.7;0.7;1;1;1;1;1;1;4;4;6;6;0;0;0.7;0.7;1;1
268;choice4;1;0;1;truck;stwagon;truck;regcar;truck;van;methanol;methanol;electric;electric;gasoline;gasoline;3.0296809;3.0296809;3.7871011;3.7871011;4.0395745;4.0395745;200;200;300;300;350;350;4;4;6;6;2.5;2.5;85;85;85;85;95;95;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;2;2;4;4;6;6;0;0;0.3;0.3;1;1
269;choice1;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;75;75;300;300;350;350;2.5;2.5;4;4;6;6;110;110;140;140;85;85;0.4;0.4;0.75;0.75;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;2;2;4;4;6;6;0.1;0.1;0.3;0.3;1;1
270;choice6;0;0;0;sportcar;truck;sportcar;sportuv;sportcar;regcar;methanol;methanol;cng;cng;gasoline;gasoline;4.4965252;4.4965252;4.8177056;4.8177056;3.5329841;3.5329841;200;200;75;75;350;350;2.5;2.5;4;4;6;6;85;85;140;140;95;95;0;0;0.25;0.25;1;1;0;0;1;1;2;2;1;1;0.7;0.7;1;1;4;4;6;6;2;2;0;0;0.1;0.1;1;1
271;choice1;1;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;1.661868;1.661868;1.661868;1.661868;2.3740971;2.3740971;125;125;300;300;300;300;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;2;2;0;0;1;1;1;1;0.7;0.7;1;1;2;2;4;4;8;8;0;0;0.7;0.7;1;1
272;choice1;1;0;0;truck;regcar;truck;van;truck;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.8343333;3.8343333;4.0899555;4.0899555;2.8118444;2.8118444;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;1;1;2;2;3;3;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
273;choice1;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;4.0359651;4.0359651;2.6115068;2.6115068;3.5611457;3.5611457;200;200;75;75;350;350;6;6;2.5;2.5;4;4;85;85;140;140;95;95;0;0;0.25;0.25;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;1;1;2;2;6;6;0;0;0.3;0.3;1;1
274;choice5;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.8118444;2.8118444;3.3230888;3.3230888;3.8343333;3.8343333;300;300;250;250;300;300;6;6;2.5;2.5;4;4;85;85;95;95;110;110;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;6;6;8;8;2;2;0.1;0.1;0.3;0.3;1;1
275;choice4;1;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.690508;4.690508;5.2423324;5.2423324;5.7941569;5.7941569;300;300;250;250;300;300;2.5;2.5;4;4;6;6;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.7;0.7;0.1;0.1;1;1
276;choice1;0;0;1;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;6.0700691;6.0700691;6.3459814;6.3459814;4.690508;4.690508;125;125;300;300;250;250;2.5;2.5;4;4;6;6;55;55;95;95;110;110;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;1;1;2;2;4;4;0;0;0.7;0.7;0.1;0.1
277;choice4;1;1;0;truck;regcar;truck;van;truck;stwagon;cng;cng;electric;electric;gasoline;gasoline;1.7673139;1.7673139;2.2722607;2.2722607;2.5247341;2.5247341;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;1;1;2;2;3;3;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
278;choice1;0;0;0;van;stwagon;van;truck;van;regcar;methanol;methanol;cng;cng;gasoline;gasoline;2.2072979;2.2072979;2.4832101;2.4832101;1.6554734;1.6554734;200;200;75;75;350;350;2.5;2.5;4;4;6;6;85;85;140;140;95;95;0;0;0.25;0.25;1;1;2;2;3;3;3;3;1;1;0.7;0.7;1;1;4;4;6;6;2;2;0;0;0.1;0.1;1;1
279;choice3;0;0;1;van;regcar;van;stwagon;van;truck;methanol;methanol;cng;cng;electric;electric;3.2118037;3.2118037;3.2118037;3.2118037;1.9270822;1.9270822;125;125;300;300;250;250;4;4;6;6;2.5;2.5;85;85;140;140;85;85;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;1;1;1;1;1;1;2;2;6;6;8;8;0;0;0.3;0.3;0.7;0.7
280;choice4;1;1;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;5.4600663;5.4600663;3.5329841;3.5329841;4.1753448;4.1753448;200;200;75;75;300;300;4;4;6;6;2.5;2.5;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;1;1;0.7;0.7;1;1;2;2;2;2;4;4;0;0;0.7;0.7;0.1;0.1
281;choice3;1;1;1;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;1.3795612;1.3795612;1.3795612;1.3795612;0.96569282;0.96569282;125;125;300;300;300;300;6;6;2.5;2.5;4;4;85;85;140;140;95;95;0;0;0.4;0.4;0.25;0.25;2;2;3;3;1;1;1;1;0.7;0.7;1;1;1;1;4;4;8;8;0;0;0.7;0.7;1;1
282;choice5;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;0.96354111;0.96354111;1.4453117;1.4453117;1.6059019;1.6059019;50;50;350;350;400;400;6;6;2.5;2.5;4;4;85;85;85;85;95;95;0;0;0.6;0.6;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;4;4;8;8;2;2;0;0;0.3;0.3;1;1
283;choice6;0;0;1;sportuv;sportcar;sportuv;regcar;sportuv;truck;methanol;methanol;electric;electric;gasoline;gasoline;3.5329841;3.5329841;2.2482626;2.2482626;2.8906233;2.8906233;50;50;350;350;400;400;6;6;2.5;2.5;4;4;65;65;140;140;85;85;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;8;8;8;8;2;2;0;0;0.3;0.3;1;1
284;choice5;0;0;1;van;regcar;van;stwagon;van;truck;methanol;methanol;cng;cng;electric;electric;3.3109468;3.3109468;3.586859;3.586859;4.1386835;4.1386835;75;75;250;250;400;400;6;6;2.5;2.5;4;4;85;85;140;140;85;85;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;1;1;0.7;0.7;1;1;1;1;6;6;8;8;0;0;0.7;0.7;0.1;0.1
285;choice3;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.690508;4.690508;5.2423324;5.2423324;5.7941569;5.7941569;125;125;300;300;250;250;6;6;2.5;2.5;4;4;65;65;110;110;140;140;0;0;0.1;0.1;0.4;0.4;3;3;1;1;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0;0;0.7;0.7;0.1;0.1
286;choice6;1;0;0;truck;regcar;truck;van;truck;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.2821543;3.2821543;3.7871011;3.7871011;4.0395745;4.0395745;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;1;1;2;2;3;3;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
287;choice3;0;0;1;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;1.5337333;1.5337333;0.76686666;0.76686666;0.89467777;0.89467777;50;50;150;150;350;350;2.5;2.5;4;4;6;6;100;100;85;85;95;95;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;1;1;0.7;0.7;1;1;2;2;4;4;6;6;0;0;0.3;0.3;0.7;0.7
288;choice5;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;5.554415;5.554415;5.8068884;5.8068884;4.7969948;4.7969948;125;125;300;300;300;300;2.5;2.5;4;4;6;6;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;1;1;2;2;0.7;0.7;1;1;1;1;8;8;8;8;4;4;0;0;0.1;0.1;1;1
289;choice1;0;0;0;truck;regcar;truck;van;truck;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;150;150;350;350;400;400;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;2;2;4;4;6;6;0.7;0.7;0.1;0.1;1;1
290;choice2;0;1;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.8541644;3.8541644;4.1753448;4.1753448;5.1388859;5.1388859;125;125;300;300;300;300;6;6;2.5;2.5;4;4;65;65;110;110;85;85;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;8;8;6;6;2;2;0;0;0.3;0.3;1;1
291;choice3;0;1;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;8.9930504;8.9930504;11.241313;11.241313;8.0295093;8.0295093;200;200;300;300;350;350;6;6;2.5;2.5;4;4;55;55;110;110;140;140;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;2;2;6;6;8;8;0;0;0.3;0.3;1;1
292;choice5;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;7.7083289;7.7083289;5.4600663;5.4600663;6.7447878;6.7447878;125;125;300;300;300;300;2.5;2.5;4;4;6;6;65;65;110;110;85;85;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;1;1;8;8;4;4;0;0;0.1;0.1;1;1
293;choice3;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;5.4600663;5.4600663;3.5329841;3.5329841;4.1753448;4.1753448;125;125;300;300;250;250;2.5;2.5;4;4;6;6;65;65;110;110;140;140;0;0;0.1;0.1;0.4;0.4;3;3;1;1;2;2;0.7;0.7;0.7;0.7;1;1;4;4;2;2;4;4;0;0;0.7;0.7;0.1;0.1
294;choice1;1;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.7871011;3.7871011;4.0395745;4.0395745;3.2821543;3.2821543;200;200;75;75;350;350;4;4;6;6;2.5;2.5;55;55;95;95;140;140;0;0;0.6;0.6;0.5;0.5;2;2;0;0;1;1;1;1;1;1;1;1;4;4;4;4;8;8;0;0;0.1;0.1;1;1
295;choice2;1;1;0;stwagon;regcar;stwagon;truck;stwagon;van;cng;cng;electric;electric;gasoline;gasoline;3.2118037;3.2118037;1.9270822;1.9270822;2.2482626;2.2482626;300;300;250;250;300;300;4;4;6;6;2.5;2.5;110;110;140;140;85;85;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
296;choice6;1;0;1;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;3.5346277;3.5346277;3.7871011;3.7871011;2.7772075;2.7772075;125;125;300;300;300;300;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;1;1;2;2;1;1;1;1;1;1;1;1;6;6;2;2;0;0;0.3;0.3;1;1
297;choice6;1;0;1;van;truck;van;regcar;van;stwagon;methanol;methanol;electric;electric;gasoline;gasoline;11.911243;11.911243;9.4297342;9.4297342;10.422338;10.422338;200;200;300;300;350;350;6;6;2.5;2.5;4;4;85;85;85;85;95;95;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;4;4;6;6;8;8;0;0;0.3;0.3;1;1
298;choice3;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.8343333;3.8343333;4.0899555;4.0899555;3.3230888;3.3230888;200;200;75;75;350;350;6;6;2.5;2.5;4;4;85;85;140;140;95;95;0;0;0.25;0.25;1;1;2;2;3;3;3;3;0.7;0.7;0.7;0.7;1;1;2;2;8;8;4;4;0;0;0.7;0.7;1;1
299;choice1;0;1;0;van;regcar;van;stwagon;van;truck;methanol;methanol;cng;cng;electric;electric;3.5346277;3.5346277;3.7871011;3.7871011;4.0395745;4.0395745;125;125;300;300;250;250;2.5;2.5;4;4;6;6;100;100;85;85;95;95;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;2;2;2;2;4;4;0;0;0.7;0.7;0.1;0.1
300;choice3;0;1;0;van;regcar;van;stwagon;van;truck;methanol;methanol;cng;cng;electric;electric;3.0296809;3.0296809;3.2821543;3.2821543;3.7871011;3.7871011;125;125;300;300;250;250;2.5;2.5;4;4;6;6;85;85;140;140;85;85;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;0.7;0.7;0.7;0.7;1;1;8;8;2;2;4;4;0;0;0.7;0.7;0.1;0.1
301;choice5;0;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;5.2423324;5.2423324;6.3459814;6.3459814;4.690508;4.690508;200;200;300;300;350;350;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;1;1;2;2;4;4;0;0;0.7;0.7;1;1
302;choice5;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.0674666;3.0674666;3.3230888;3.3230888;4.0899555;4.0899555;125;125;300;300;300;300;6;6;2.5;2.5;4;4;65;65;110;110;85;85;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;8;8;6;6;2;2;0;0;0.3;0.3;1;1
303;choice5;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;8.4371306;8.4371306;6.4519234;6.4519234;7.444527;7.444527;125;125;250;250;300;300;4;4;6;6;2.5;2.5;55;55;110;110;140;140;0;0;0.6;0.6;1;1;2;2;3;3;3;3;1;1;1;1;1;1;4;4;8;8;2;2;0;0;0.7;0.7;1;1
304;choice3;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;5.4593198;5.4593198;6.4519234;6.4519234;7.444527;7.444527;250;250;400;400;250;250;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;1;1;1;1;1;1;6;6;8;8;2;2;0.7;0.7;0.1;0.1;1;1
305;choice4;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;1.241605;1.241605;1.3795612;1.3795612;0.8277367;0.8277367;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
306;choice5;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;7.444527;7.444527;7.9408288;7.9408288;6.4519234;6.4519234;200;200;75;75;350;350;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;8;8;2;2;6;6;0;0;0.3;0.3;1;1
307;choice1;0;1;0;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;3.7871011;3.7871011;4.0395745;4.0395745;2.7772075;2.7772075;200;200;75;75;300;300;2.5;2.5;4;4;6;6;65;65;110;110;140;140;0;0;0.6;0.6;0.25;0.25;2;2;3;3;1;1;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0;0;0.1;0.1;0.3;0.3
308;choice6;0;1;0;van;regcar;van;stwagon;van;truck;cng;cng;electric;electric;gasoline;gasoline;3.5329841;3.5329841;4.1753448;4.1753448;4.8177056;4.8177056;250;250;400;400;250;250;6;6;2.5;2.5;4;4;95;95;110;110;140;140;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
309;choice3;0;0;1;truck;stwagon;truck;regcar;truck;van;methanol;methanol;electric;electric;gasoline;gasoline;1.7893555;1.7893555;2.3006;2.3006;2.5562222;2.5562222;125;125;250;250;300;300;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;4;4;6;6;0;0;0.3;0.3;1;1
310;choice5;0;1;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;1.262367;1.262367;1.262367;1.262367;0.75742022;0.75742022;125;125;300;300;250;250;4;4;6;6;2.5;2.5;85;85;140;140;85;85;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;1;1;1;1;1;1;2;2;6;6;8;8;0;0;0.3;0.3;0.7;0.7
311;choice5;1;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;5.2423324;5.2423324;5.7941569;5.7941569;4.690508;4.690508;200;200;75;75;350;350;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;2;2;2;2;6;6;0;0;0.3;0.3;1;1
312;choice1;1;0;1;van;truck;van;regcar;van;stwagon;methanol;methanol;electric;electric;gasoline;gasoline;3.8541644;3.8541644;4.8177056;4.8177056;5.1388859;5.1388859;125;125;250;250;300;300;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;4;4;6;6;0;0;0.3;0.3;1;1
313;choice2;1;0;1;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;6.102427;6.102427;6.7447878;6.7447878;5.4600663;5.4600663;200;200;75;75;350;350;6;6;2.5;2.5;4;4;65;65;110;110;85;85;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;8;8;8;8;4;4;0;0;0.7;0.7;1;1
314;choice1;0;1;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;7.5971108;7.5971108;8.3093399;8.3093399;5.9352428;5.9352428;125;125;300;300;250;250;4;4;6;6;2.5;2.5;65;65;110;110;140;140;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;1;1;0.7;0.7;1;1;8;8;8;8;2;2;0;0;0.1;0.1;0.3;0.3
315;choice5;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;1.6059019;1.6059019;1.6059019;1.6059019;0.96354111;0.96354111;200;200;75;75;300;300;2.5;2.5;4;4;6;6;65;65;110;110;140;140;0;0;0.6;0.6;0.25;0.25;2;2;3;3;1;1;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0;0;0.1;0.1;0.3;0.3
316;choice6;1;1;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.5346277;3.5346277;3.7871011;3.7871011;2.7772075;2.7772075;200;200;75;75;350;350;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;4;4;2;2;6;6;0;0;0.3;0.3;1;1
317;choice3;0;1;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;0.8277367;0.8277367;0.96569282;0.96569282;1.241605;1.241605;125;125;300;300;250;250;6;6;2.5;2.5;4;4;65;65;110;110;140;140;0;0;0.1;0.1;0.4;0.4;3;3;1;1;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0;0;0.7;0.7;0.1;0.1
318;choice2;1;1;0;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;5.0815663;5.0815663;3.5994428;3.5994428;4.0229067;4.0229067;125;125;300;300;250;250;2.5;2.5;4;4;6;6;65;65;110;110;140;140;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;4;4;2;2;4;4;0;0;0.7;0.7;0.1;0.1
319;choice5;1;1;0;van;regcar;van;stwagon;van;truck;methanol;methanol;cng;cng;electric;electric;3.0296809;3.0296809;3.2821543;3.2821543;3.7871011;3.7871011;125;125;300;300;250;250;6;6;2.5;2.5;4;4;65;65;110;110;140;140;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0;0;0.7;0.7;0.1;0.1
320;choice5;0;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;200;200;75;75;300;300;2.5;2.5;4;4;6;6;65;65;110;110;140;140;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0;0;0.1;0.1;0.3;0.3
321;choice6;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;4.5107845;4.5107845;4.985604;4.985604;4.0359651;4.0359651;125;125;300;300;300;300;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;1;1;1;1;1;1;1;1;6;6;2;2;0;0;0.3;0.3;1;1
322;choice2;1;0;0;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;2.569443;2.569443;2.8906233;2.8906233;3.2118037;3.2118037;200;200;75;75;300;300;2.5;2.5;4;4;6;6;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;2;2;3;3;1;1;0.7;0.7;1;1;1;1;8;8;6;6;8;8;0;0;0.1;0.1;0.3;0.3
323;choice6;1;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;6.3118352;6.3118352;7.0692554;7.0692554;8.8365693;8.8365693;125;125;300;300;300;300;2.5;2.5;4;4;6;6;85;85;140;140;95;95;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;8;8;4;4;0;0;0.1;0.1;1;1
324;choice1;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;200;200;75;75;300;300;2.5;2.5;4;4;6;6;65;65;110;110;140;140;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0;0;0.1;0.1;0.3;0.3
